Recursive Factorial, Time, Factorial
12000,0.000073,0
12000,0.000068,0
12000,0.000069,0
12000,0.000070,0
12000,0.000074,0
12000,0.000074,0

13000,0.000088,0
13000,0.000075,0
13000,0.000079,0
13000,0.000074,0
13000,0.000077,0
13000,0.000077,0
13000,0.000077,0
13000,0.000078,0
13000,0.000075,0
13000,0.000074,0
13000,0.000074,0
13000,0.000075,0
13000,0.000075,0
13000,0.000076,0
13000,0.000074,0
13000,0.000075,0
13000,0.000074,0
13000,0.000078,0
13000,0.000075,0
13000,0.000075,0
13000,0.000074,0
13000,0.000076,0
13000,0.000074,0
13000,0.000076,0
13000,0.000075,0

14000,0.000092,0
14000,0.000083,0
14000,0.000080,0
14000,0.000080,0
14000,0.000081,0
14000,0.000080,0
14000,0.000095,0
14000,0.000087,0
14000,0.000081,0
14000,0.000080,0
14000,0.000081,0
14000,0.000085,0
14000,0.000081,0
14000,0.000080,0
14000,0.000080,0
14000,0.000081,0
14000,0.000080,0
14000,0.000080,0
14000,0.000080,0
14000,0.000080,0
14000,0.000080,0
14000,0.000080,0
14000,0.000085,0
14000,0.000083,0
14000,0.000080,0

15000,0.000100,0
15000,0.000090,0
15000,0.000089,0
15000,0.000088,0
15000,0.000086,0
15000,0.000088,0
15000,0.000086,0
15000,0.000087,0
15000,0.000089,0
15000,0.000087,0
15000,0.000087,0
15000,0.000161,0
15000,0.000092,0
15000,0.000089,0
15000,0.000092,0
15000,0.000091,0
15000,0.000087,0
15000,0.000092,0
15000,0.000086,0
15000,0.000088,0
15000,0.000086,0
15000,0.000086,0
15000,0.000087,0
15000,0.000087,0
15000,0.000088,0

16000,0.000104,0
16000,0.000094,0
16000,0.000093,0
16000,0.000092,0
16000,0.000092,0
16000,0.000094,0
16000,0.000092,0
16000,0.000091,0
16000,0.000093,0
16000,0.000091,0
16000,0.000092,0
16000,0.000092,0
16000,0.000094,0
16000,0.000095,0
16000,0.000132,0
16000,0.000093,0
16000,0.000092,0
16000,0.000093,0
16000,0.000095,0
16000,0.000094,0
16000,0.000094,0
16000,0.000093,0
16000,0.000092,0
16000,0.000093,0
16000,0.000093,0

17000,0.000116,0
17000,0.000098,0
17000,0.000097,0
17000,0.000099,0
17000,0.000099,0
17000,0.000099,0
17000,0.000098,0
17000,0.000104,0
17000,0.000099,0
17000,0.000102,0
17000,0.000099,0
17000,0.000097,0
17000,0.000098,0
17000,0.000104,0
17000,0.000099,0
17000,0.000097,0
17000,0.000104,0
17000,0.000105,0
17000,0.000101,0
17000,0.000098,0
17000,0.000104,0
17000,0.000098,0
17000,0.000098,0
17000,0.000105,0
17000,0.000097,0

18000,0.000116,0
18000,0.000104,0
18000,0.000104,0
18000,0.000103,0
18000,0.000104,0
18000,0.000103,0
18000,0.000103,0
18000,0.000105,0
18000,0.000106,0
18000,0.000104,0
18000,0.000103,0
18000,0.000103,0
18000,0.000103,0
18000,0.000105,0
18000,0.000103,0
18000,0.000103,0
18000,0.000109,0
18000,0.000104,0
18000,0.000104,0
18000,0.000110,0
18000,0.000105,0
18000,0.000103,0
18000,0.000103,0
18000,0.000103,0
18000,0.000108,0

19000,0.000121,0
19000,0.000109,0
19000,0.000109,0
19000,0.000109,0
19000,0.000109,0
19000,0.000111,0
19000,0.000116,0
19000,0.000109,0
19000,0.000109,0
19000,0.000112,0
19000,0.000109,0
19000,0.000109,0
19000,0.000113,0
19000,0.000110,0
19000,0.000114,0
19000,0.000112,0
19000,0.000109,0
19000,0.000109,0
19000,0.000202,0
19000,0.000111,0
19000,0.000112,0
19000,0.000109,0
19000,0.000112,0
19000,0.000109,0
19000,0.000113,0

20000,0.000130,0
20000,0.000118,0
20000,0.000115,0
20000,0.000114,0
20000,0.000116,0
20000,0.000115,0
20000,0.000114,0
20000,0.000115,0
20000,0.000116,0
20000,0.000114,0
20000,0.000115,0
20000,0.000114,0
20000,0.000116,0
20000,0.000118,0
20000,0.000116,0
20000,0.000117,0
20000,0.000115,0
20000,0.000120,0
20000,0.000114,0
20000,0.000114,0
20000,0.000115,0
20000,0.000120,0
20000,0.000115,0
20000,0.000122,0
20000,0.000118,0

21000,0.000132,0
21000,0.000131,0
21000,0.000122,0
21000,0.000130,0
21000,0.000122,0
21000,0.000124,0
21000,0.000120,0
21000,0.000120,0
21000,0.000135,0
21000,0.000137,0
21000,0.000124,0
21000,0.000123,0
21000,0.000121,0
21000,0.000123,0
21000,0.000123,0
21000,0.000127,0
21000,0.000124,0
21000,0.000122,0
21000,0.000120,0
21000,0.000121,0
21000,0.000122,0
21000,0.000122,0
21000,0.000121,0
21000,0.000126,0
21000,0.000123,0

22000,0.000143,0
22000,0.000128,0
22000,0.000126,0
22000,0.000130,0
22000,0.000129,0
22000,0.000128,0
22000,0.000129,0
22000,0.000126,0
22000,0.000128,0
22000,0.000128,0
22000,0.000127,0
22000,0.000127,0
22000,0.000127,0
22000,0.000133,0
22000,0.000129,0
22000,0.000126,0
22000,0.000128,0
22000,0.000126,0
22000,0.000135,0
22000,0.000128,0
22000,0.000129,0
22000,0.000129,0
22000,0.000126,0
22000,0.000132,0
22000,0.000127,0

23000,0.000145,0
23000,0.000134,0
23000,0.000132,0
23000,0.000131,0
23000,0.000133,0
23000,0.000134,0
23000,0.000135,0
23000,0.000135,0
23000,0.000132,0
23000,0.000136,0
23000,0.000256,0
23000,0.000132,0
23000,0.000147,0
23000,0.000136,0
23000,0.000137,0
23000,0.000132,0
23000,0.000137,0
23000,0.000132,0
23000,0.000132,0
23000,0.000132,0
23000,0.000135,0
23000,0.000134,0
23000,0.000137,0
23000,0.000138,0
23000,0.000135,0

24000,0.000168,0
24000,0.000138,0
24000,0.000137,0
24000,0.000142,0
24000,0.000138,0
24000,0.000140,0
24000,0.000145,0
24000,0.000140,0
24000,0.000139,0
24000,0.000140,0
24000,0.000138,0
24000,0.000138,0
24000,0.000139,0
24000,0.000138,0
24000,0.000139,0
24000,0.000137,0
24000,0.000141,0
24000,0.000142,0
24000,0.000137,0
24000,0.000147,0
24000,0.000137,0
24000,0.000141,0
24000,0.000139,0
24000,0.000147,0
24000,0.000143,0

25000,0.000164,0
25000,0.000147,0
25000,0.000154,0
25000,0.000153,0
25000,0.000143,0
25000,0.000143,0
25000,0.000143,0
25000,0.000145,0
25000,0.000144,0
25000,0.000145,0
25000,0.000144,0
25000,0.000145,0
25000,0.000143,0
25000,0.000144,0
25000,0.000143,0
25000,0.000143,0
25000,0.000143,0
25000,0.000147,0
25000,0.000145,0
25000,0.000147,0
25000,0.000147,0
25000,0.000144,0
25000,0.000145,0
25000,0.000153,0
25000,0.000145,0

26000,0.000165,0
26000,0.000161,0
26000,0.000149,0
26000,0.000152,0
26000,0.000167,0
26000,0.000171,0
26000,0.000156,0
26000,0.000149,0
26000,0.000154,0
26000,0.000156,0
26000,0.000152,0
26000,0.000152,0
26000,0.000152,0
26000,0.000149,0
26000,0.000150,0
26000,0.000153,0
26000,0.000149,0
26000,0.000158,0
26000,0.000150,0
26000,0.000160,0
26000,0.000152,0
26000,0.000152,0
26000,0.000149,0
26000,0.000150,0
26000,0.000153,0

27000,0.000171,0
27000,0.000155,0
27000,0.000165,0
27000,0.000165,0
27000,0.000154,0
27000,0.000157,0
27000,0.000165,0
27000,0.000154,0
27000,0.000155,0
27000,0.000155,0
27000,0.000158,0
27000,0.000262,0
27000,0.000155,0
27000,0.000156,0
27000,0.000155,0
27000,0.000156,0
27000,0.000154,0
27000,0.000162,0
27000,0.000158,0
27000,0.000156,0
27000,0.000155,0
27000,0.000155,0
27000,0.000156,0
27000,0.000155,0
27000,0.000154,0

28000,0.000171,0
28000,0.000169,0
28000,0.000165,0
28000,0.000162,0
28000,0.000167,0
28000,0.000171,0
28000,0.000164,0
28000,0.000166,0
28000,0.000163,0
28000,0.000162,0
28000,0.000163,0
28000,0.000166,0
28000,0.000160,0
28000,0.000161,0
28000,0.000162,0
28000,0.000163,0
28000,0.000160,0
28000,0.000162,0
28000,0.000162,0
28000,0.000161,0
28000,0.000161,0
28000,0.000160,0
28000,0.000162,0
28000,0.000163,0
28000,0.000166,0

29000,0.000181,0
29000,0.000166,0
29000,0.000167,0
29000,0.000179,0
29000,0.000169,0
29000,0.000168,0
29000,0.000166,0
29000,0.000166,0
29000,0.000166,0
29000,0.000166,0
29000,0.000166,0
29000,0.000166,0
29000,0.000171,0
29000,0.000167,0
29000,0.000178,0
29000,0.000171,0
29000,0.000168,0
29000,0.000265,0
29000,0.000179,0
29000,0.000166,0
29000,0.000167,0
29000,0.000166,0
29000,0.000171,0
29000,0.000173,0
29000,0.000169,0

30000,0.000187,0
30000,0.000176,0
30000,0.000176,0
30000,0.000176,0
30000,0.000174,0
30000,0.000177,0
30000,0.000173,0
30000,0.000172,0
30000,0.000172,0
30000,0.000173,0
30000,0.000176,0
30000,0.000175,0
30000,0.000173,0
30000,0.000173,0
30000,0.000176,0
30000,0.000172,0
30000,0.000172,0
30000,0.000175,0
30000,0.000174,0
30000,0.000173,0
30000,0.000173,0
30000,0.000172,0
30000,0.000172,0
30000,0.000172,0
30000,0.000175,0

31000,0.000194,0
31000,0.000180,0
31000,0.000301,0
31000,0.000190,0
31000,0.000177,0
31000,0.000183,0
31000,0.000177,0
31000,0.000189,0
31000,0.000177,0
31000,0.000190,0
31000,0.000191,0
31000,0.000177,0
31000,0.000177,0
31000,0.000191,0
31000,0.000177,0
31000,0.000191,0
31000,0.000178,0
31000,0.000180,0
31000,0.000189,0
31000,0.000349,0
31000,0.000189,0
31000,0.000191,0
31000,0.000190,0
31000,0.000190,0
31000,0.000180,0

32000,0.000208,0
32000,0.000196,0
32000,0.000189,0
32000,0.000185,0
32000,0.000184,0
32000,0.000183,0
32000,0.000185,0
32000,0.000184,0
32000,0.000189,0
32000,0.000185,0
32000,0.000312,0
32000,0.000186,0
32000,0.000198,0
32000,0.000187,0
32000,0.000188,0
32000,0.000189,0
32000,0.000185,0
32000,0.000196,0
32000,0.000186,0
32000,0.000183,0
32000,0.000197,0
32000,0.000184,0
32000,0.000193,0
32000,0.000197,0
32000,0.000183,0

33000,0.000217,0
33000,0.000332,0
33000,0.000189,0
33000,0.000189,0
33000,0.000202,0
33000,0.000189,0
33000,0.000196,0
33000,0.000191,0
33000,0.000198,0
33000,0.000194,0
33000,0.000189,0
33000,0.000192,0
33000,0.000202,0
33000,0.000200,0
33000,0.000191,0
33000,0.000194,0
33000,0.000189,0
33000,0.000371,0
33000,0.000189,0
33000,0.000204,0
33000,0.000193,0
33000,0.000191,0
33000,0.000189,0
33000,0.000190,0
33000,0.000193,0

34000,0.000208,0
34000,0.000197,0
34000,0.000197,0
34000,0.000195,0
34000,0.000209,0
34000,0.000196,0
34000,0.000195,0
34000,0.000195,0
34000,0.000206,0
34000,0.000199,0
34000,0.000197,0
34000,0.000195,0
34000,0.000199,0
34000,0.000197,0
34000,0.000209,0
34000,0.000195,0
34000,0.000208,0
34000,0.000196,0
34000,0.000207,0
34000,0.000196,0
34000,0.000210,0
34000,0.000195,0
34000,0.000197,0
34000,0.000196,0
34000,0.000197,0

35000,0.000211,0
35000,0.000202,0
35000,0.000201,0
35000,0.000201,0
35000,0.000201,0
35000,0.000213,0
35000,0.000215,0
35000,0.000201,0
35000,0.000215,0
35000,0.000213,0
35000,0.000203,0
35000,0.000204,0
35000,0.000202,0
35000,0.000205,0
35000,0.000350,0
35000,0.000202,0
35000,0.000202,0
35000,0.000215,0
35000,0.000204,0
35000,0.000203,0
35000,0.000214,0
35000,0.000203,0
35000,0.000201,0
35000,0.000204,0
35000,0.000202,0

36000,0.000232,0
36000,0.000221,0
36000,0.000217,0
36000,0.000208,0
36000,0.000404,0
36000,0.000220,0
36000,0.000207,0
36000,0.000208,0
36000,0.000208,0
36000,0.000208,0
36000,0.000210,0
36000,0.000209,0
36000,0.000210,0
36000,0.000207,0
36000,0.000211,0
36000,0.000207,0
36000,0.000209,0
36000,0.000210,0
36000,0.000212,0
36000,0.000213,0
36000,0.000207,0
36000,0.000212,0
36000,0.000207,0
36000,0.000208,0
36000,0.000209,0

37000,0.000231,0
37000,0.000216,0
37000,0.000217,0
37000,0.000214,0
37000,0.000214,0
37000,0.000216,0
37000,0.000213,0
37000,0.000215,0
37000,0.000213,0
37000,0.000225,0
37000,0.000217,0
37000,0.000214,0
37000,0.000218,0
37000,0.000215,0
37000,0.000213,0
37000,0.000213,0
37000,0.000214,0
37000,0.000218,0
37000,0.000213,0
37000,0.000215,0
37000,0.000217,0
37000,0.000308,0
37000,0.000216,0
37000,0.000215,0
37000,0.000213,0

38000,0.000238,0
38000,0.000220,0
38000,0.000228,0
38000,0.000224,0
38000,0.000222,0
38000,0.000233,0
38000,0.000222,0
38000,0.000223,0
38000,0.000224,0
38000,0.000220,0
38000,0.000219,0
38000,0.000224,0
38000,0.000224,0
38000,0.000433,0
38000,0.000219,0
38000,0.000222,0
38000,0.000222,0
38000,0.000221,0
38000,0.000224,0
38000,0.000221,0
38000,0.000223,0
38000,0.000224,0
38000,0.000222,0
38000,0.000224,0
38000,0.000221,0

39000,0.000242,0
39000,0.000231,0
39000,0.000236,0
39000,0.000224,0
39000,0.000230,0
39000,0.000238,0
39000,0.000229,0
39000,0.000231,0
39000,0.000238,0
39000,0.000230,0
39000,0.000241,0
39000,0.000225,0
39000,0.000227,0
39000,0.000241,0
39000,0.000225,0
39000,0.000226,0
39000,0.000233,0
39000,0.000240,0
39000,0.000227,0
39000,0.000227,0
39000,0.000225,0
39000,0.000228,0
39000,0.000224,0
39000,0.000226,0
39000,0.000237,0

40000,0.000259,0
40000,0.000236,0
40000,0.000230,0
40000,0.000237,0
40000,0.000233,0
40000,0.000246,0
40000,0.000235,0
40000,0.000231,0
40000,0.000232,0
40000,0.000233,0
40000,0.000233,0
40000,0.000232,0
40000,0.000232,0
40000,0.000233,0
40000,0.000230,0
40000,0.000234,0
40000,0.000232,0
40000,0.000234,0
40000,0.000246,0
40000,0.000241,0
40000,0.000244,0
40000,0.000233,0
40000,0.000248,0
40000,0.000246,0
40000,0.000237,0

41000,0.000251,0
41000,0.000245,0
41000,0.000252,0
41000,0.000249,0
41000,0.000248,0
41000,0.000251,0
41000,0.000242,0
41000,0.000310,0
41000,0.000251,0
41000,0.000250,0
41000,0.000241,0
41000,0.000241,0
41000,0.000238,0
41000,0.000239,0
41000,0.000238,0
41000,0.000241,0
41000,0.000238,0
41000,0.000241,0
41000,0.000239,0
41000,0.000237,0
41000,0.000238,0
41000,0.000249,0
41000,0.000241,0
41000,0.000237,0
41000,0.000239,0

42000,0.000262,0
42000,0.000246,0
42000,0.000246,0
42000,0.000248,0
42000,0.000245,0
42000,0.000243,0
42000,0.000246,0
42000,0.000252,0
42000,0.000244,0
42000,0.000387,0
42000,0.000247,0
42000,0.000244,0
42000,0.000246,0
42000,0.000246,0
42000,0.000247,0
42000,0.000244,0
42000,0.000245,0
42000,0.000245,0
42000,0.000247,0
42000,0.000244,0
42000,0.000242,0
42000,0.000248,0
42000,0.000375,0
42000,0.000259,0
42000,0.000242,0

43000,0.000262,0
43000,0.000253,0
43000,0.000251,0
43000,0.000263,0
43000,0.000250,0
43000,0.000252,0
43000,0.000250,0
43000,0.000251,0
43000,0.000250,0
43000,0.000248,0
43000,0.000257,0
43000,0.000250,0
43000,0.000250,0
43000,0.000255,0
43000,0.000259,0
43000,0.000251,0
43000,0.000264,0
43000,0.000252,0
43000,0.000251,0
43000,0.000251,0
43000,0.000248,0
43000,0.000251,0
43000,0.000251,0
43000,0.000469,0
43000,0.000249,0

44000,0.000267,0
44000,0.000272,0
44000,0.000260,0
44000,0.000256,0
44000,0.000255,0
44000,0.000255,0
44000,0.000256,0
44000,0.000255,0
44000,0.000256,0
44000,0.000254,0
44000,0.000406,0
44000,0.000259,0
44000,0.000260,0
44000,0.000255,0
44000,0.000263,0
44000,0.000257,0
44000,0.000260,0
44000,0.000257,0
44000,0.000264,0
44000,0.000260,0
44000,0.000257,0
44000,0.000259,0
44000,0.000260,0
44000,0.000259,0
44000,0.000258,0

45000,0.000285,0
45000,0.000265,0
45000,0.000261,0
45000,0.000264,0
45000,0.000264,0
45000,0.000264,0
45000,0.000266,0
45000,0.000263,0
45000,0.000266,0
45000,0.000263,0
45000,0.000447,0
45000,0.000272,0
45000,0.000275,0
45000,0.000263,0
45000,0.000263,0
45000,0.000265,0
45000,0.000265,0
45000,0.000276,0
45000,0.000263,0
45000,0.000263,0
45000,0.000273,0
45000,0.000263,0
45000,0.000452,0
45000,0.000265,0
45000,0.000274,0

46000,0.000282,0
46000,0.000268,0
46000,0.000272,0
46000,0.000272,0
46000,0.000270,0
46000,0.000267,0
46000,0.000268,0
46000,0.000272,0
46000,0.000276,0
46000,0.000275,0
46000,0.000277,0
46000,0.000280,0
46000,0.000286,0
46000,0.000272,0
46000,0.000272,0
46000,0.000275,0
46000,0.000272,0
46000,0.000271,0
46000,0.000282,0
46000,0.000272,0
46000,0.000278,0
46000,0.000291,0
46000,0.000269,0
46000,0.000268,0
46000,0.000268,0

47000,0.000295,0
47000,0.000291,0
47000,0.000306,0
47000,0.000289,0
47000,0.000274,0
47000,0.000273,0
47000,0.000276,0
47000,0.000275,0
47000,0.000292,0
47000,0.000290,0
47000,0.000273,0
47000,0.000278,0
47000,0.000277,0
47000,0.000278,0
47000,0.000287,0
47000,0.000275,0
47000,0.000274,0
47000,0.000275,0
47000,0.000286,0
47000,0.000273,0
47000,0.000283,0
47000,0.000287,0
47000,0.000287,0
47000,0.000275,0
47000,0.000272,0

48000,0.000295,0
48000,0.000279,0
48000,0.000283,0
48000,0.000279,0
48000,0.000285,0
48000,0.000294,0
48000,0.000280,0
48000,0.000292,0
48000,0.000283,0
48000,0.000281,0
48000,0.000282,0
48000,0.000294,0
48000,0.000294,0
48000,0.000282,0
48000,0.000281,0
48000,0.000291,0
48000,0.000280,0
48000,0.000279,0
48000,0.000283,0
48000,0.000290,0
48000,0.000284,0
48000,0.000280,0
48000,0.000281,0
48000,0.000280,0
48000,0.000282,0

49000,0.000302,0
49000,0.000295,0
49000,0.000287,0
49000,0.000292,0
49000,0.000291,0
49000,0.000520,0
49000,0.000289,0
49000,0.000300,0
49000,0.000299,0
49000,0.000296,0
49000,0.000288,0
49000,0.000288,0
49000,0.000288,0
49000,0.000300,0
49000,0.000293,0
49000,0.000289,0
49000,0.000297,0
49000,0.000288,0
49000,0.000292,0
49000,0.000299,0
49000,0.000286,0
49000,0.000285,0
49000,0.000291,0
49000,0.000302,0
49000,0.000289,0

50000,0.000307,0
50000,0.000297,0
50000,0.000459,0
50000,0.000299,0
50000,0.000293,0
50000,0.000296,0
50000,0.000304,0
50000,0.000292,0
50000,0.000307,0
50000,0.000298,0
50000,0.000303,0
50000,0.000295,0
50000,0.000295,0
50000,0.000550,0
50000,0.000296,0
50000,0.000290,0
50000,0.000295,0
50000,0.000294,0
50000,0.000301,0
50000,0.000293,0
50000,0.000292,0
50000,0.000293,0
50000,0.000303,0
50000,0.000292,0
50000,0.000305,0

51000,0.000316,0
51000,0.000299,0
51000,0.000302,0
51000,0.000302,0
51000,0.000300,0
51000,0.000301,0
51000,0.000309,0
51000,0.000299,0
51000,0.000298,0
51000,0.000297,0
51000,0.000311,0
51000,0.000295,0
51000,0.000300,0
51000,0.000303,0
51000,0.000297,0
51000,0.000299,0
51000,0.000302,0
51000,0.000296,0
51000,0.000298,0
51000,0.000298,0
51000,0.000300,0
51000,0.000564,0
51000,0.000299,0
51000,0.000299,0
51000,0.000298,0

52000,0.000335,0
52000,0.000318,0
52000,0.000320,0
52000,0.000309,0
52000,0.000313,0
52000,0.000304,0
52000,0.000514,0
52000,0.000310,0
52000,0.000307,0
52000,0.000315,0
52000,0.000316,0
52000,0.000306,0
52000,0.000308,0
52000,0.000317,0
52000,0.000306,0
52000,0.000317,0
52000,0.000305,0
52000,0.000311,0
52000,0.000316,0
52000,0.000480,0
52000,0.000307,0
52000,0.000316,0
52000,0.000311,0
52000,0.000307,0
52000,0.000314,0

53000,0.000332,0
53000,0.000313,0
53000,0.000319,0
53000,0.000316,0
53000,0.000313,0
53000,0.000310,0
53000,0.000312,0
53000,0.000319,0
53000,0.000315,0
53000,0.000312,0
53000,0.000317,0
53000,0.000311,0
53000,0.000313,0
53000,0.000325,0
53000,0.000315,0
53000,0.000311,0
53000,0.000309,0
53000,0.000313,0
53000,0.000316,0
53000,0.000314,0
53000,0.000313,0
53000,0.000324,0
53000,0.000312,0
53000,0.000483,0
53000,0.000314,0

54000,0.000338,0
54000,0.000316,0
54000,0.000330,0
54000,0.000318,0
54000,0.000321,0
54000,0.000325,0
54000,0.000319,0
54000,0.000330,0
54000,0.000529,0
54000,0.000331,0
54000,0.000331,0
54000,0.000317,0
54000,0.000328,0
54000,0.000322,0
54000,0.000316,0
54000,0.000318,0
54000,0.000320,0
54000,0.000329,0
54000,0.000529,0
54000,0.000320,0
54000,0.000323,0
54000,0.000331,0
54000,0.000318,0
54000,0.000317,0
54000,0.000317,0

55000,0.000359,0
55000,0.000327,0
55000,0.000333,0
55000,0.000337,0
55000,0.000329,0
55000,0.000331,0
55000,0.000329,0
55000,0.000325,0
55000,0.000323,0
55000,0.000325,0
55000,0.000326,0
55000,0.000323,0
55000,0.000327,0
55000,0.000500,0
55000,0.000341,0
55000,0.000326,0
55000,0.000324,0
55000,0.000331,0
55000,0.000328,0
55000,0.000324,0
55000,0.000336,0
55000,0.000326,0
55000,0.000326,0
55000,0.000617,0
55000,0.000329,0

56000,0.000363,0
56000,0.000335,0
56000,0.000331,0
56000,0.000333,0
56000,0.000336,0
56000,0.000335,0
56000,0.000333,0
56000,0.000452,0
56000,0.000332,0
56000,0.000331,0
56000,0.000333,0
56000,0.000327,0
56000,0.000330,0
56000,0.000336,0
56000,0.000333,0
56000,0.000334,0
