n, Time, Factorial
1000,0.000008,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0
1000,0.000007,0

4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000043,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000029,0
4000,0.000030,0
4000,0.000029,0
4000,0.000030,0

7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0
7000,0.000059,0
7000,0.000051,0
7000,0.000051,0
7000,0.000051,0

10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000073,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0
10000,0.000067,0

13000,0.000087,0
13000,0.000087,0
13000,0.000088,0
13000,0.000087,0
13000,0.000087,0
13000,0.000088,0
13000,0.000088,0
13000,0.000087,0
13000,0.000087,0
13000,0.000088,0
13000,0.000087,0
13000,0.000087,0
13000,0.000088,0
13000,0.000088,0
13000,0.000093,0
13000,0.000100,0
13000,0.000089,0
13000,0.000089,0
13000,0.000088,0
13000,0.000088,0
13000,0.000088,0
13000,0.000087,0
13000,0.000088,0
13000,0.000087,0
13000,0.000088,0

16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000118,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000108,0
16000,0.000109,0
16000,0.000112,0
16000,0.000111,0
16000,0.000109,0
16000,0.000108,0

19000,0.000128,0
19000,0.000129,0
19000,0.000129,0
19000,0.000129,0
19000,0.000128,0
19000,0.000128,0
19000,0.000128,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0
19000,0.000119,0

22000,0.000137,0
22000,0.000137,0
22000,0.000149,0
22000,0.000138,0
22000,0.000138,0
22000,0.000138,0
22000,0.000138,0
22000,0.000138,0
22000,0.000137,0
22000,0.000137,0
22000,0.000137,0
22000,0.000137,0
22000,0.000137,0
22000,0.000138,0
22000,0.000143,0
22000,0.000137,0
22000,0.000137,0
22000,0.000137,0
22000,0.000137,0
22000,0.000138,0
22000,0.000137,0
22000,0.000144,0
22000,0.000139,0
22000,0.000141,0
22000,0.000138,0

25000,0.000156,0
25000,0.000156,0
25000,0.000156,0
25000,0.000156,0
25000,0.000157,0
25000,0.000158,0
25000,0.000160,0
25000,0.000156,0
25000,0.000156,0
25000,0.000156,0
25000,0.000156,0
25000,0.000156,0
25000,0.000156,0
25000,0.000156,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0
25000,0.000146,0

28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000166,0
28000,0.000164,0
28000,0.000163,0
28000,0.000163,0
28000,0.000164,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0
28000,0.000163,0

31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000180,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000181,0
31000,0.000192,0
31000,0.000170,0
31000,0.000169,0
31000,0.000170,0
31000,0.000170,0
31000,0.000170,0
31000,0.000170,0
31000,0.000170,0
31000,0.000169,0
31000,0.000170,0

34000,0.000186,0
34000,0.000186,0
34000,0.000186,0
34000,0.000186,0
34000,0.000186,0
