n, Time, Factorial
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000025,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000025,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000024,0
19000,0.000025,0
19000,0.000024,0
19000,0.000025,0
19000,0.000024,0
19000,0.000024,0
19000,0.000025,0

22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000786,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000071,0
22000,0.000029,0
22000,0.000029,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0
22000,0.000028,0

25000,0.000032,0
25000,0.000032,0
25000,0.000032,0
25000,0.000034,0
25000,0.000031,0
25000,0.000032,0
25000,0.000031,0
25000,0.000031,0
25000,0.000032,0
25000,0.000031,0
25000,0.000032,0
25000,0.000031,0
25000,0.000032,0
25000,0.000032,0
25000,0.000032,0
25000,0.000031,0
25000,0.000031,0
25000,0.000032,0
25000,0.000032,0
25000,0.000032,0
25000,0.000032,0
25000,0.000031,0
25000,0.000031,0
25000,0.000031,0
25000,0.000032,0

28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000036,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0
28000,0.000035,0

31000,0.000038,0
31000,0.000039,0
31000,0.000038,0
31000,0.000038,0
31000,0.000039,0
31000,0.000039,0
31000,0.000101,0
31000,0.000039,0
31000,0.000236,0
31000,0.000087,0
31000,0.000038,0
31000,0.000039,0
31000,0.000038,0
31000,0.000039,0
31000,0.000039,0
31000,0.000039,0
31000,0.000039,0
31000,0.000040,0
31000,0.000040,0
31000,0.000039,0
31000,0.000039,0
31000,0.000039,0
31000,0.000038,0
31000,0.000039,0
31000,0.000039,0

34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000043,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000042,0
34000,0.000043,0
34000,0.000042,0

37000,0.000046,0
37000,0.000046,0
37000,0.000046,0
37000,0.000046,0
37000,0.000046,0
37000,0.000045,0
37000,0.000045,0
37000,0.000045,0
37000,0.000046,0
37000,0.000045,0
37000,0.000046,0
37000,0.000046,0
37000,0.000045,0
37000,0.000045,0
37000,0.000046,0
37000,0.000046,0
37000,0.000046,0
37000,0.000045,0
37000,0.000046,0
37000,0.000046,0
37000,0.000046,0
37000,0.000046,0
37000,0.000045,0
37000,0.000045,0
37000,0.000045,0

40000,0.000049,0
40000,0.000050,0
40000,0.000050,0
40000,0.000049,0
40000,0.000049,0
40000,0.000050,0
40000,0.000050,0
40000,0.000049,0
40000,0.000049,0
40000,0.000050,0
40000,0.000049,0
40000,0.000049,0
40000,0.000049,0
40000,0.000050,0
40000,0.000050,0
40000,0.000108,0
40000,0.000049,0
40000,0.000050,0
40000,0.000049,0
40000,0.000049,0
40000,0.000050,0
40000,0.000050,0
40000,0.000049,0
40000,0.000049,0
40000,0.000050,0

43000,0.000053,0
43000,0.000053,0
43000,0.000052,0
43000,0.000053,0
43000,0.000052,0
43000,0.000053,0
43000,0.000053,0
43000,0.000053,0
43000,0.000053,0
43000,0.000053,0
43000,0.000053,0
43000,0.000052,0
43000,0.000053,0
43000,0.000053,0
43000,0.000052,0
43000,0.000053,0
43000,0.000053,0
43000,0.000053,0
43000,0.000053,0
43000,0.000052,0
43000,0.000053,0
43000,0.000052,0
43000,0.000052,0
43000,0.000052,0
43000,0.000052,0

46000,0.000057,0
46000,0.000056,0
46000,0.000057,0
46000,0.000057,0
46000,0.000057,0
46000,0.000057,0
46000,0.000056,0
46000,0.000057,0
46000,0.000056,0
46000,0.000056,0
46000,0.000056,0
46000,0.000056,0
46000,0.000056,0
46000,0.000057,0
46000,0.000056,0
46000,0.000057,0
46000,0.000062,0
46000,0.000056,0
46000,0.000056,0
46000,0.000056,0
46000,0.000057,0
46000,0.000056,0
46000,0.000057,0
46000,0.000056,0
46000,0.000057,0

49000,0.000059,0
49000,0.000060,0
49000,0.000060,0
49000,0.000110,0
49000,0.000059,0
49000,0.000060,0
49000,0.000059,0
49000,0.000060,0
49000,0.000082,0
49000,0.000060,0
49000,0.000060,0
49000,0.000060,0
49000,0.000059,0
49000,0.000060,0
49000,0.000059,0
49000,0.000088,0
49000,0.000060,0
49000,0.000060,0
49000,0.000060,0
49000,0.000060,0
49000,0.000060,0
49000,0.000060,0
49000,0.000060,0
49000,0.000059,0
49000,0.000060,0

52000,0.000063,0
52000,0.000063,0
52000,0.000063,0
52000,0.000063,0
52000,0.000063,0
52000,0.000063,0
52000,0.000064,0
52000,0.000064,0
52000,0.000064,0
52000,0.000063,0
52000,0.000064,0
52000,0.000064,0
52000,0.000063,0
52000,0.000063,0
52000,0.000063,0
52000,0.000064,0
52000,0.000063,0
52000,0.000064,0
52000,0.000063,0
52000,0.000064,0
52000,0.000063,0
52000,0.000063,0
52000,0.000063,0
52000,0.000064,0
52000,0.000063,0

55000,0.000067,0
55000,0.000068,0
55000,0.000066,0
55000,0.000067,0
55000,0.000066,0
55000,0.000066,0
55000,0.000067,0
55000,0.000067,0
55000,0.000067,0
55000,0.000067,0
55000,0.000066,0
55000,0.000068,0
55000,0.000067,0
55000,0.000090,0
55000,0.000067,0
55000,0.000068,0
55000,0.000067,0
55000,0.000067,0
55000,0.000067,0
55000,0.000067,0
55000,0.000066,0
55000,0.000067,0
55000,0.000067,0
55000,0.000067,0
55000,0.000067,0

58000,0.000071,0
58000,0.000070,0
58000,0.000070,0
58000,0.000070,0
58000,0.000071,0
58000,0.000071,0
58000,0.000071,0
58000,0.000071,0
58000,0.000071,0
58000,0.000070,0
58000,0.000071,0
58000,0.000089,0
58000,0.000070,0
58000,0.000070,0
58000,0.000071,0
58000,0.000071,0
58000,0.000071,0
58000,0.000071,0
58000,0.000071,0
58000,0.000071,0
58000,0.000070,0
58000,0.000071,0
58000,0.000071,0
58000,0.000100,0
58000,0.000070,0

61000,0.000074,0
61000,0.000075,0
61000,0.000091,0
61000,0.000074,0
61000,0.000075,0
61000,0.000074,0
61000,0.000074,0
61000,0.000075,0
61000,0.000075,0
61000,0.000074,0
61000,0.000074,0
61000,0.000074,0
61000,0.000074,0
61000,0.000075,0
61000,0.000074,0
61000,0.000075,0
61000,0.000074,0
61000,0.000074,0
61000,0.000074,0
61000,0.000074,0
61000,0.000075,0
61000,0.000074,0
61000,0.000074,0
61000,0.000075,0
61000,0.000075,0

64000,0.000078,0
64000,0.000078,0
64000,0.000078,0
64000,0.000079,0
64000,0.000077,0
64000,0.000077,0
64000,0.000092,0
64000,0.000077,0
64000,0.000077,0
64000,0.000078,0
64000,0.000078,0
64000,0.000077,0
64000,0.000078,0
64000,0.000077,0
64000,0.000078,0
64000,0.000077,0
64000,0.000078,0
64000,0.000078,0
64000,0.000078,0
64000,0.000078,0
64000,0.000078,0
64000,0.000078,0
64000,0.000077,0
64000,0.000078,0
64000,0.000078,0

67000,0.000081,0
67000,0.000082,0
67000,0.000081,0
67000,0.000081,0
67000,0.000081,0
67000,0.000454,0
67000,0.000082,0
67000,0.000082,0
67000,0.000081,0
67000,0.000082,0
67000,0.000082,0
67000,0.000081,0
67000,0.000081,0
67000,0.000081,0
67000,0.000082,0
67000,0.000082,0
67000,0.000081,0
67000,0.000081,0
67000,0.000082,0
67000,0.000082,0
67000,0.000081,0
67000,0.000081,0
67000,0.000082,0
67000,0.000081,0
67000,0.000082,0

70000,0.000084,0
70000,0.000085,0
70000,0.000085,0
70000,0.000084,0
70000,0.000085,0
70000,0.000085,0
70000,0.000085,0
70000,0.000085,0
70000,0.000084,0
70000,0.000086,0
70000,0.000085,0
70000,0.000085,0
70000,0.000084,0
70000,0.000084,0
70000,0.000086,0
70000,0.000086,0
70000,0.000085,0
70000,0.000084,0
70000,0.000084,0
70000,0.000086,0
70000,0.000086,0
70000,0.000085,0
70000,0.000085,0
70000,0.000084,0
70000,0.000084,0

73000,0.000089,0
73000,0.000088,0
73000,0.000088,0
73000,0.000089,0
73000,0.000089,0
73000,0.000089,0
73000,0.000088,0
73000,0.000088,0
73000,0.000088,0
73000,0.000187,0
73000,0.000088,0
73000,0.000089,0
73000,0.000089,0
73000,0.000089,0
73000,0.000103,0
73000,0.000088,0
73000,0.000088,0
73000,0.000088,0
73000,0.000089,0
73000,0.000088,0
73000,0.000088,0
73000,0.000089,0
73000,0.000087,0
73000,0.000089,0
73000,0.000088,0

76000,0.000093,0
76000,0.000092,0
76000,0.000092,0
76000,0.000091,0
76000,0.000092,0
76000,0.000091,0
76000,0.000093,0
76000,0.000093,0
76000,0.000091,0
76000,0.000093,0
76000,0.000092,0
76000,0.000091,0
76000,0.000222,0
76000,0.000111,0
76000,0.000104,0
76000,0.000104,0
76000,0.000104,0
76000,0.000103,0
76000,0.000104,0
76000,0.000104,0
76000,0.000104,0
76000,0.000104,0
76000,0.000104,0
76000,0.000104,0
76000,0.000103,0

79000,0.000107,0
79000,0.000149,0
79000,0.000109,0
79000,0.000107,0
79000,0.000108,0
79000,0.000107,0
79000,0.000126,0
79000,0.000109,0
79000,0.000107,0
79000,0.000107,0
79000,0.000107,0
79000,0.000107,0
79000,0.000107,0
79000,0.000107,0
79000,0.000107,0
79000,0.000107,0
79000,0.000106,0
79000,0.000108,0
79000,0.000107,0
79000,0.000106,0
79000,0.000106,0
79000,0.000107,0
79000,0.000107,0
79000,0.000106,0
79000,0.000123,0

82000,0.000110,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000116,0
82000,0.000111,0
82000,0.000110,0
82000,0.000110,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000111,0
82000,0.000110,0
82000,0.000111,0
82000,0.000117,0
82000,0.000110,0
82000,0.000111,0
82000,0.000111,0
82000,0.000110,0

85000,0.000114,0
85000,0.000121,0
85000,0.000116,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000113,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000114,0
85000,0.000113,0
85000,0.000114,0
85000,0.000114,0
85000,0.000113,0
85000,0.000113,0
85000,0.000114,0
85000,0.000116,0

88000,0.000118,0
88000,0.000117,0
88000,0.000118,0
88000,0.000125,0
88000,0.000119,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0
88000,0.000117,0
88000,0.000117,0
88000,0.000118,0
88000,0.000118,0
88000,0.000146,0
88000,0.000120,0
88000,0.000119,0
88000,0.000117,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0
88000,0.000118,0

91000,0.000120,0
91000,0.000122,0
91000,0.000121,0
91000,0.000121,0
91000,0.000121,0
91000,0.000121,0
91000,0.000122,0
91000,0.000122,0
91000,0.000121,0
91000,0.000122,0
91000,0.000121,0
91000,0.000120,0
91000,0.000120,0
91000,0.000121,0
91000,0.000122,0
91000,0.000121,0
91000,0.000136,0
91000,0.000121,0
91000,0.000121,0
91000,0.000122,0
91000,0.000121,0
91000,0.000121,0
91000,0.000121,0
91000,0.000121,0
91000,0.000122,0

94000,0.000125,0
94000,0.000125,0
94000,0.000125,0
94000,0.000125,0
94000,0.000125,0
94000,0.000125,0
94000,0.000124,0
94000,0.000124,0
94000,0.000124,0
94000,0.000124,0
94000,0.000124,0
94000,0.000125,0
94000,0.000130,0
94000,0.000125,0
94000,0.000125,0
94000,0.000125,0
94000,0.000124,0
94000,0.000125,0
94000,0.000124,0
94000,0.000124,0
94000,0.000124,0
94000,0.000125,0
94000,0.000125,0
94000,0.000125,0
94000,0.000125,0

97000,0.000128,0
97000,0.000129,0
97000,0.000129,0
97000,0.000129,0
97000,0.000127,0
97000,0.000129,0
97000,0.000127,0
97000,0.000164,0
97000,0.000130,0
97000,0.000128,0
97000,0.000169,0
97000,0.000129,0
97000,0.000129,0
97000,0.000128,0
97000,0.000128,0
97000,0.000129,0
97000,0.000128,0
97000,0.000129,0
97000,0.000128,0
97000,0.000128,0
97000,0.000127,0
97000,0.000128,0
97000,0.000129,0
97000,0.000129,0
97000,0.000145,0

100000,0.000133,0
100000,0.000132,0
100000,0.000139,0
100000,0.000133,0
100000,0.000131,0
100000,0.000131,0
100000,0.000132,0
100000,0.000132,0
100000,0.000132,0
100000,0.000131,0
100000,0.000132,0
100000,0.000132,0
100000,0.000132,0
100000,0.000131,0
100000,0.000132,0
100000,0.000132,0
100000,0.000131,0
100000,0.000131,0
100000,0.000131,0
100000,0.000132,0
100000,0.000132,0
100000,0.000132,0
100000,0.000132,0
100000,0.000133,0
100000,0.000132,0

103000,0.000135,0
103000,0.000135,0
103000,0.000135,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000135,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000135,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000148,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000136,0
103000,0.000135,0

106000,0.000139,0
106000,0.000138,0
106000,0.000138,0
106000,0.000139,0
106000,0.000138,0
106000,0.000138,0
106000,0.000140,0
106000,0.000139,0
106000,0.000138,0
106000,0.000138,0
106000,0.000139,0
106000,0.000138,0
106000,0.000140,0
106000,0.000138,0
106000,0.000139,0
106000,0.000138,0
106000,0.000138,0
106000,0.000138,0
106000,0.000139,0
106000,0.000139,0
106000,0.000138,0
106000,0.000138,0
106000,0.000138,0
106000,0.000138,0
106000,0.000139,0

109000,0.000141,0
109000,0.000142,0
109000,0.000142,0
109000,0.000143,0
109000,0.000143,0
109000,0.000142,0
109000,0.000158,0
109000,0.000143,0
109000,0.000142,0
109000,0.000143,0
109000,0.000142,0
109000,0.000143,0
109000,0.000143,0
109000,0.000143,0
109000,0.000142,0
109000,0.000142,0
109000,0.000143,0
109000,0.000143,0
109000,0.000143,0
109000,0.000143,0
109000,0.000142,0
109000,0.000143,0
109000,0.000143,0
109000,0.000142,0
109000,0.000141,0

112000,0.000146,0
112000,0.000146,0
112000,0.000146,0
112000,0.000145,0
112000,0.000146,0
112000,0.000146,0
112000,0.000147,0
112000,0.000146,0
112000,0.000146,0
112000,0.000146,0
112000,0.000146,0
112000,0.000145,0
112000,0.000146,0
112000,0.000146,0
112000,0.000145,0
112000,0.000145,0
112000,0.000145,0
112000,0.000146,0
112000,0.000146,0
112000,0.000146,0
112000,0.000145,0
112000,0.000145,0
112000,0.000145,0
112000,0.000146,0
112000,0.000145,0

115000,0.000149,0
115000,0.000149,0
115000,0.000149,0
115000,0.000149,0
115000,0.000150,0
115000,0.000149,0
115000,0.000149,0
115000,0.000150,0
115000,0.000148,0
115000,0.000149,0
115000,0.000149,0
115000,0.000150,0
115000,0.000161,0
115000,0.000150,0
115000,0.000150,0
115000,0.000149,0
115000,0.000148,0
115000,0.000150,0
115000,0.000149,0
115000,0.000149,0
115000,0.000149,0
115000,0.000150,0
115000,0.000150,0
115000,0.000149,0
115000,0.000149,0

118000,0.000152,0
118000,0.000153,0
118000,0.000154,0
118000,0.000154,0
118000,0.000153,0
118000,0.000158,0
118000,0.000154,0
118000,0.000152,0
118000,0.000154,0
118000,0.000153,0
118000,0.000153,0
118000,0.000153,0
118000,0.000154,0
118000,0.000153,0
118000,0.000152,0
118000,0.000153,0
118000,0.000153,0
118000,0.000153,0
118000,0.000153,0
118000,0.000153,0
118000,0.000154,0
118000,0.000154,0
118000,0.000153,0
118000,0.000175,0
118000,0.000153,0

121000,0.000156,0
121000,0.000156,0
121000,0.000156,0
121000,0.000156,0
121000,0.000156,0
121000,0.000156,0
121000,0.000155,0
121000,0.000156,0
121000,0.000157,0
121000,0.000156,0
121000,0.000156,0
121000,0.000156,0
121000,0.000157,0
121000,0.000157,0
121000,0.000155,0
121000,0.000156,0
121000,0.000162,0
121000,0.000157,0
121000,0.000156,0
121000,0.000157,0
121000,0.000157,0
121000,0.000157,0
121000,0.000157,0
121000,0.000157,0
121000,0.000157,0

124000,0.000161,0
124000,0.000159,0
124000,0.000160,0
124000,0.000161,0
124000,0.000160,0
124000,0.000160,0
124000,0.000159,0
124000,0.000160,0
124000,0.000161,0
124000,0.000162,0
124000,0.000160,0
124000,0.000161,0
124000,0.000160,0
124000,0.000159,0
124000,0.000160,0
124000,0.000160,0
124000,0.000160,0
124000,0.000160,0
124000,0.000159,0
124000,0.000161,0
124000,0.000161,0
124000,0.000160,0
124000,0.000161,0
124000,0.000159,0
124000,0.000161,0

127000,0.000164,0
127000,0.000175,0
127000,0.000165,0
127000,0.000164,0
127000,0.000164,0
127000,0.000164,0
127000,0.000164,0
127000,0.000163,0
127000,0.000164,0
127000,0.000163,0
127000,0.000162,0
127000,0.000163,0
127000,0.000164,0
127000,0.000165,0
127000,0.000164,0
127000,0.000164,0
127000,0.000479,0
127000,0.000167,0
127000,0.000164,0
127000,0.000165,0
127000,0.000163,0
127000,0.000163,0
127000,0.000162,0
127000,0.000163,0
127000,0.000163,0

130000,0.000166,0
130000,0.000167,0
130000,0.000167,0
130000,0.000167,0
130000,0.000179,0
130000,0.000167,0
130000,0.000168,0
130000,0.000166,0
130000,0.000168,0
130000,0.000173,0
130000,0.000168,0
130000,0.000166,0
130000,0.000166,0
130000,0.000168,0
130000,0.000168,0
130000,0.000166,0
130000,0.000167,0
130000,0.000166,0
130000,0.000166,0
130000,0.000166,0
130000,0.000166,0
130000,0.000167,0
130000,0.000167,0
130000,0.000166,0
130000,0.000166,0

133000,0.000171,0
133000,0.001083,0
133000,0.000180,0
133000,0.000171,0
133000,0.000171,0
133000,0.000170,0
133000,0.000170,0
133000,0.000170,0
133000,0.000172,0
133000,0.000170,0
133000,0.000170,0
133000,0.000172,0
133000,0.000170,0
133000,0.000170,0
133000,0.000201,0
133000,0.000173,0
133000,0.000172,0
133000,0.000171,0
133000,0.000171,0
133000,0.000305,0
133000,0.000176,0
133000,0.000172,0
133000,0.000171,0
133000,0.000171,0
133000,0.000171,0

136000,0.000175,0
136000,0.000173,0
136000,0.000175,0
136000,0.000175,0
136000,0.000208,0
136000,0.000180,0
136000,0.000174,0
136000,0.000173,0
136000,0.000175,0
136000,0.000174,0
136000,0.000175,0
136000,0.000173,0
136000,0.000175,0
136000,0.000175,0
136000,0.000175,0
136000,0.000174,0
136000,0.000174,0
136000,0.000350,0
136000,0.000180,0
136000,0.000174,0
136000,0.000174,0
136000,0.000192,0
136000,0.000174,0
136000,0.000174,0
136000,0.000173,0

139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000178,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000183,0
139000,0.000178,0
139000,0.000179,0
139000,0.000185,0
139000,0.000178,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000177,0
139000,0.000178,0
139000,0.000178,0
139000,0.000179,0
139000,0.000177,0

142000,0.000199,0
142000,0.000181,0
142000,0.000180,0
142000,0.000187,0
142000,0.000183,0
142000,0.000181,0
142000,0.000183,0
142000,0.000190,0
142000,0.000181,0
142000,0.000182,0
142000,0.000180,0
142000,0.000180,0
142000,0.000182,0
142000,0.000182,0
142000,0.000180,0
142000,0.000180,0
142000,0.000181,0
142000,0.000182,0
142000,0.000180,0
142000,0.000188,0
142000,0.000182,0
142000,0.000182,0
142000,0.000182,0
142000,0.000180,0
142000,0.000181,0

145000,0.000185,0
145000,0.000186,0
145000,0.000185,0
145000,0.000185,0
145000,0.000184,0
145000,0.000186,0
145000,0.000185,0
145000,0.000185,0
145000,0.000186,0
145000,0.000184,0
145000,0.000188,0
145000,0.000186,0
145000,0.000185,0
145000,0.000184,0
145000,0.000185,0
145000,0.000186,0
145000,0.000186,0
145000,0.000186,0
145000,0.000183,0
145000,0.000184,0
145000,0.000186,0
145000,0.000185,0
145000,0.000184,0
145000,0.000185,0
145000,0.000184,0

148000,0.000188,0
148000,0.000190,0
148000,0.000190,0
148000,0.000187,0
148000,0.000189,0
148000,0.000189,0
148000,0.000187,0
148000,0.000188,0
148000,0.000187,0
148000,0.000189,0
148000,0.000188,0
148000,0.000188,0
148000,0.000187,0
148000,0.000197,0
148000,0.000191,0
148000,0.000189,0
148000,0.000193,0
148000,0.000189,0
148000,0.000188,0
148000,0.000188,0
148000,0.000190,0
148000,0.000189,0
148000,0.000188,0
148000,0.000187,0
148000,0.000187,0

151000,0.000193,0
151000,0.000191,0
151000,0.000191,0
151000,0.000191,0
151000,0.000191,0
151000,0.000192,0
151000,0.000192,0
151000,0.000208,0
151000,0.000192,0
151000,0.000206,0
151000,0.000192,0
151000,0.000193,0
151000,0.000192,0
151000,0.000191,0
151000,0.000193,0
151000,0.000191,0
151000,0.000191,0
151000,0.000191,0
151000,0.000192,0
151000,0.000191,0
151000,0.000192,0
151000,0.000191,0
151000,0.000196,0
151000,0.000192,0
151000,0.000191,0

154000,0.000196,0
154000,0.000195,0
154000,0.000194,0
154000,0.000194,0
154000,0.000195,0
154000,0.000196,0
154000,0.000195,0
154000,0.000195,0
154000,0.000194,0
154000,0.000195,0
154000,0.000194,0
154000,0.000196,0
154000,0.000203,0
154000,0.000195,0
154000,0.000194,0
154000,0.000196,0
154000,0.000197,0
154000,0.000195,0
154000,0.000196,0
154000,0.000196,0
154000,0.000194,0
154000,0.000195,0
154000,0.000196,0
154000,0.000194,0
154000,0.000196,0

157000,0.000206,0
157000,0.000200,0
157000,0.000198,0
157000,0.000199,0
157000,0.000200,0
157000,0.000200,0
157000,0.000199,0
157000,0.000198,0
157000,0.000199,0
157000,0.000197,0
157000,0.000199,0
157000,0.000198,0
157000,0.000198,0
157000,0.000198,0
157000,0.000199,0
157000,0.000200,0
157000,0.000198,0
157000,0.000198,0
157000,0.000199,0
157000,0.000198,0
157000,0.000198,0
157000,0.000198,0
157000,0.000200,0
157000,0.000199,0
157000,0.000198,0

160000,0.000201,0
160000,0.000203,0
160000,0.000203,0
160000,0.000203,0
160000,0.000202,0
160000,0.000201,0
160000,0.000203,0
160000,0.000243,0
160000,0.000205,0
160000,0.000201,0
160000,0.000203,0
160000,0.000203,0
160000,0.000203,0
160000,0.000203,0
160000,0.000204,0
160000,0.000202,0
160000,0.000202,0
160000,0.000201,0
160000,0.000203,0
160000,0.000203,0
160000,0.000204,0
160000,0.000203,0
160000,0.000209,0
160000,0.000205,0
160000,0.000203,0

163000,0.000205,0
163000,0.000205,0
163000,0.000207,0
163000,0.000207,0
163000,0.000206,0
163000,0.000206,0
163000,0.000206,0
163000,0.000205,0
163000,0.000207,0
163000,0.000205,0
163000,0.000205,0
163000,0.000206,0
163000,0.000224,0
163000,0.000207,0
163000,0.000205,0
163000,0.000205,0
163000,0.000205,0
163000,0.000207,0
163000,0.000207,0
163000,0.000205,0
163000,0.000206,0
163000,0.000207,0
163000,0.000206,0
163000,0.000205,0
163000,0.000205,0

166000,0.000211,0
166000,0.000216,0
166000,0.000210,0
166000,0.000208,0
166000,0.000208,0
166000,0.000208,0
166000,0.000211,0
166000,0.000209,0
166000,0.000208,0
166000,0.000209,0
166000,0.000210,0
166000,0.000211,0
166000,0.000210,0
166000,0.000210,0
166000,0.000211,0
166000,0.000211,0
166000,0.000221,0
